🕘️更新时间,#genre#
CCTV-9,https://live.catvod.com/live.php?id=cctv9hd$订阅源
CCTV-9,https://hls-gateway.vpstv.net/streams/476893.m3u8$订阅源
CCTV-9,http://iptv.huuc.edu.cn/hls/cctv9hd.m3u8$订阅源
CCTV-10,http://115.52.127.45:880/CH010.m3u8
CCTV-10,http://m.061899.xyz/mg/cctv10
CCTV-10,http://go.bkpcp.top/mg/cctv10
CCTV-10,https://migu.188766.xyz/?migutoken=280988fa45eb264870fe9a9cd50095fc&id=CCTV10&type=yy
CCTV-10,http://k.061899.xyz/m.php?id=cctv10$订阅源
CCTV-10,http://iptv.cqshushu.com/migu.php?pid=cctv10&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
CCTV-10,https://smt.go-iptv.ggff.net/smart.php?id=cctv10hd&token=Goiptv$订阅源
CCTV-10,https://live.catvod.com/live.php?id=cctv10hd$订阅源
CCTV-10,https://iptv.catvod.com/live.php?id=CCTV-10$订阅源
CCTV-10,https://smart.pendy.dpdns.org/Smart.php?id=cctv10hd$订阅源
CCTV-11,http://115.52.127.45:880/CH011.m3u8
CCTV-11,http://m.061899.xyz/mg/cctv11
CCTV-11,http://go.bkpcp.top/mg/cctv11
CCTV-11,https://migu.188766.xyz/?migutoken=24eb749cd35f826873690586e3fd08cd&id=CCTV11&type=yy
CCTV-11,http://k.061899.xyz/m.php?id=cctv11$订阅源
CCTV-11,http://iptv.cqshushu.com/migu.php?pid=cctv11&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
CCTV-11,https://smt.go-iptv.ggff.net/smart.php?id=cctv11&token=Goiptv$订阅源
CCTV-11,https://live.catvod.com/live.php?id=cctv11$订阅源
CCTV-11,https://iptv.catvod.com/live.php?id=CCTV-11$订阅源
CCTV-11,http://iptv.huuc.edu.cn/hls/cctv11hd.m3u8$订阅源
CCTV-12,http://m.061899.xyz/mg/cctv12
CCTV-12,http://go.bkpcp.top/mg/cctv12
CCTV-12,https://migu.188766.xyz/?migutoken=c11fe08d31a6f35e486517ef74554777&id=CCTV12&type=yy
CCTV-12,http://k.061899.xyz/m.php?id=cctv12$订阅源
CCTV-12,http://iptv.cqshushu.com/migu.php?pid=cctv12&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
CCTV-12,https://smt.go-iptv.ggff.net/smart.php?id=cctv12&token=Goiptv$订阅源
CCTV-12,https://live.catvod.com/live.php?id=cctv12$订阅源
CCTV-12,https://iptv.catvod.com/live.php?id=CCTV-12$订阅源
CCTV-12,https://smart.pendy.dpdns.org/Smart.php?id=cctv12$订阅源
CCTV-12,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8$订阅源
CCTV-13,http://go.bkpcp.top/mg/cctv13
CCTV-13,http://m.061899.xyz/mg/cctv13
CCTV-13,http://115.52.127.45:880/CH013.m3u8
CCTV-13,https://migu.188766.xyz/?migutoken=2c4ebc5adbac48075c12753726852b2e&id=CCTV13&type=yy
CCTV-13,http://k.061899.xyz/m.php?id=cctv13$订阅源
CCTV-13,http://iptv.cqshushu.com/migu.php?pid=cctv13&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
CCTV-13,https://smt.go-iptv.ggff.net/smart.php?id=cctv13&token=Goiptv$订阅源
CCTV-13,https://live.catvod.com/live.php?id=cctv13$订阅源
CCTV-13,https://iptv.catvod.com/live.php?id=CCTV-13$订阅源
CCTV-13,https://hls-gateway.vpstv.net/streams/476899.m3u8$订阅源
CCTV-14,http://115.52.127.45:880/CH014.m3u8
CCTV-14,http://m.061899.xyz/mg/cctv14
CCTV-14,http://go.bkpcp.top/mg/cctv14
CCTV-14,https://migu.188766.xyz/?migutoken=07a5fc1f569751a58cc271b3709ee058&id=CCTV14&type=yy
CCTV-14,http://k.061899.xyz/m.php?id=cctv14$订阅源
CCTV-14,http://iptv.cqshushu.com/migu.php?pid=cctv14&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
CCTV-14,https://smt.go-iptv.ggff.net/smart.php?id=cctv14&token=Goiptv$订阅源
CCTV-14,https://live.catvod.com/live.php?id=cctv14$订阅源
CCTV-14,https://event.pull.hebtv.com/jishi/cp2.m3u8#rtsp://103.251.96.71/PLTV/88888888/224/3221225783/10000100000000060000000000726027_0.smil?icpid=SSPID&accounttype=1&limitflux=-1&limitdur=-1&accountinfo=:20240213104135$订阅源
CCTV-14,https://iptv.catvod.com/live.php?id=CCTV-14$订阅源
CCTV-15,http://go.bkpcp.top/mg/cctv15
CCTV-15,http://115.52.127.45:880/CH015.m3u8
CCTV-15,http://m.061899.xyz/mg/cctv15
CCTV-15,https://migu.188766.xyz/?migutoken=e21623bf56028f94b0710f45b23ddf48&id=CCTV15&type=yy
CCTV-15,http://k.061899.xyz/m.php?id=cctv15$订阅源
CCTV-15,http://iptv.cqshushu.com/migu.php?pid=cctv15&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
CCTV-15,https://smt.go-iptv.ggff.net/smart.php?id=cctv15&token=Goiptv$订阅源
CCTV-15,https://live.catvod.com/live.php?id=cctv15$订阅源
CCTV-15,https://smart.pendy.dpdns.org/Smart.php?id=cctv15$订阅源
CCTV-15,https://iptv.catvod.com/live.php?id=CCTV-15$订阅源
CCTV-16,http://m.061899.xyz/mg/cctv16
CCTV-16,http://k.061899.xyz/m.php?id=cctv16$订阅源
CCTV-16,https://iptv.catvod.com/live.php?id=CCTV-16$订阅源
CCTV-16,https://hls-gateway.vpstv.net/streams/709089.m3u8$订阅源
CCTV-16,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226825/1.m3u8$订阅源
CCTV-16,http://ott.mobaibox.com/PLTV/3/224/3221228168/index.m3u8$订阅源
CCTV-16,https://zby.130519.xyz/PLTV/11/224/3221226120/index.m3u8$订阅源
CCTV-16,https://yunmei.tv/main/cctv-16.m3u8$订阅源
CCTV-16,http://lu.wqwqwq.sbs/itv/1000000006000233002.m3u8?cdn=ystenlive$订阅源
CCTV-16,http://livetv.wqwqwq.sbs/gaoma/cctv4k16.m3u8$订阅源
CCTV-17,http://go.bkpcp.top/mg/cctv17
CCTV-17,http://m.061899.xyz/mg/cctv17
CCTV-17,https://migu.188766.xyz/?migutoken=26f56fb7410663ebf674510316e72663&id=CCTV17&type=yy
CCTV-17,http://k.061899.xyz/m.php?id=cctv17$订阅源
CCTV-17,http://iptv.cqshushu.com/migu.php?pid=cctv17&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
CCTV-17,https://iptv.catvod.com/live.php?id=CCTV-17$订阅源
CCTV-17,http://lu.wqwqwq.sbs/itv/1000000005000265015.m3u8?cdn=ystenlive$订阅源
CCTV-17,https://hls-gateway.vpstv.net/streams/708820.m3u8$订阅源
CCTV-4K,http://yp.qqqtv.top/1/api.php?id=CCTV-4K%E8%B6%85%E9%AB%98%E6%B8%85&auth=666858
CCTV-8K,http://yp.qqqtv.top/1/api.php?id=CCTV-8K%E8%B6%85%E9%AB%98%E6%B8%85&auth=666858
CCTV-16K,http://k.061899.xyz/m.php?id=cctv16$订阅源
CCTV-16K,https://iptv.catvod.com/live.php?id=CCTV-16$订阅源
CCTV-16K,https://hls-gateway.vpstv.net/streams/709089.m3u8$订阅源
CCTV-16K,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226825/1.m3u8$订阅源
CCTV-16K,http://ott.mobaibox.com/PLTV/3/224/3221228168/index.m3u8$订阅源
CCTV-16K,https://zby.130519.xyz/PLTV/11/224/3221226120/index.m3u8$订阅源
CCTV-16K,https://yunmei.tv/main/cctv-16.m3u8$订阅源
CCTV-16K,http://lu.wqwqwq.sbs/itv/1000000006000233002.m3u8?cdn=ystenlive$订阅源
CCTV-16K,http://livetv.wqwqwq.sbs/gaoma/cctv4k16.m3u8$订阅源
CETV-1,https://migu.188766.xyz/?migutoken=87c4e3887834942b8fc85561ab9eb620&id=CETV1&type=yy
CETV-1,http://iptv.cqshushu.com/migu.php?pid=cetv1&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
CETV-1,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226673/1.m3u8$订阅源
CETV-2,https://migu.188766.xyz/?migutoken=870ec96fea8597ace1fb72766cf9ba2e&id=CETV2&type=yy
CETV-2,http://iptv.cqshushu.com/migu.php?pid=cetv2&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
CETV-2,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226718/1.m3u8$订阅源
CETV-2,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv2/50/20240709/index.m3u8?msisdn=20250903090033bf55eab2bb984fe0b4ac863e60d28ac6&mdspid=&spid=699004&netType=0&sid=5910022152&pid=2028597139&timestamp=20250903090033&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=923287211&ParentNodeID=-99&assertID=5910022152&client_ip=106.13.250.83&SecurityKey=20250903090033&promotionId=&mvid=5900006638&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=ebfbdc6c83654112720d2b5599373223&ddCalcu=3e2bv2fa3ba7da3c969c5853b625d4012172&sv=10004&ct=android$订阅源
CETV-3,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226722/1.m3u8$订阅源
CETV-3,http://ott.mobaibox.com/PLTV/3/224/3221227018/index.m3u8$订阅源
CETV-3,http://iptv.666230.xyz/iptv/jsyd.php/G_CETV-3$订阅源
CETV-4,https://migu.188766.xyz/?migutoken=ea9312e82d05e7d5bacaf37f56c5ece1&id=CETV4&type=yy
CETV-4,http://iptv.cqshushu.com/migu.php?pid=cetv4&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
CETV-4,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226724/1.m3u8$订阅源

📚卫视频道📚,#genre#
河南卫视,http://115.52.127.45:880/CH016.m3u8
河南卫视,http://115.52.127.45:880/CH049.m3u8
河南卫视,http://go.bkpcp.top/mg/hnws
河南卫视,http://m.061899.xyz/mg/hnws
河南卫视,https://migu.188766.xyz/?migutoken=53afe195522c281fac5522fa37656673&id=%E6%B2%B3%E5%8D%97%E5%8D%AB%E8%A7%86%E9%AB%98%E6%B8%85&type=yy
河南卫视,http://iptv.cqshushu.com/migu.php?pid=%E6%B2%B3%E5%8D%97%E5%8D%AB%E8%A7%86%E9%AB%98%E6%B8%85&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
河南卫视,http://tvpull.dxhmt.cn:9081/tv/11425-1.m3u8$订阅源
河南卫视,http://k.061899.xyz/k.php?id=hnws$订阅源
河南卫视,http://ott.mobaibox.com/PLTV/3/224/3221228221/index.m3u8$订阅源
河南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226687/1.m3u8$订阅源
辽宁卫视,http://115.52.127.45:880/CH032.m3u8
辽宁卫视,http://sh.lnott.top:880/dx19.m3u8$1080p
辽宁卫视,http://lihetl.com:9527/rtp/232.0.0.16:8528
辽宁卫视,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.126:1234
辽宁卫视,http://go.bkpcp.top/mg/lnws
辽宁卫视,https://migu.188766.xyz/?migutoken=4d2b1bebb31580efa304f7afb8f23da8&id=%E8%BE%BD%E5%AE%81%E5%8D%AB%E8%A7%86&type=yy
辽宁卫视,http://iptv.cqshushu.com/migu.php?pid=%E8%BE%BD%E5%AE%81%E5%8D%AB%E8%A7%86&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
辽宁卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226689/1.m3u8$订阅源
辽宁卫视,http://k.061899.xyz/k.php?id=lnws$订阅源
辽宁卫视,http://ott.mobaibox.com/PLTV/3/224/3221227485/index.m3u8$订阅源
吉林卫视,http://m.061899.xyz/mg/jlws
吉林卫视,http://go.bkpcp.top/mg/jlws
吉林卫视,http://115.52.127.45:880/CH038.m3u8
吉林卫视,https://migu.188766.xyz/?migutoken=a0ff3339a4dd1d67b67a82af6c10e045&id=%E5%90%89%E6%9E%97%E5%8D%AB%E8%A7%86&type=yy
吉林卫视,http://iptv.cqshushu.com/migu.php?pid=%E5%90%89%E6%9E%97%E5%8D%AB%E8%A7%86&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
吉林卫视,http://ott.mobaibox.com/PLTV/3/224/3221228130/index.m3u8$订阅源
吉林卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226671/1.m3u8$订阅源
吉林卫视,http://k.061899.xyz/k.php?id=jlws$订阅源
吉林卫视,https://zby.130519.xyz/PLTV/11/224/3221226149/index.m3u8$订阅源
吉林卫视,https://hls-gateway.vpstv.net/streams/708844.m3u8$订阅源
黑龙江卫视,http://115.52.127.45:880/CH029.m3u8
黑龙江卫视,http://go.bkpcp.top/mg/hljws
黑龙江卫视,https://hls-gateway.vpstv.net/streams/708854.m3u8$订阅源
黑龙江卫视,https://iptv.catvod.com/live.php?id=%E9%BB%91%E9%BE%99%E6%B1%9F%E5%8D%AB%E8%A7%86%E5%8F%B0$订阅源
黑龙江卫视,http://k.061899.xyz/k.php?id=hljws$订阅源
黑龙江卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226716/1.m3u8$订阅源
黑龙江卫视,http://ott.mobaibox.com/PLTV/3/224/3221227514/index.m3u8$订阅源
黑龙江卫视,http://iptv.huuc.edu.cn/hls/hljhd.m3u8$订阅源
江苏卫视,http://m.061899.xyz/mg/jsws
江苏卫视,http://go.bkpcp.top/mg/jsws
江苏卫视,http://115.52.127.45:880/CH018.m3u8
江苏卫视,https://migu.188766.xyz/?migutoken=140fb5bc4277d24cc79863ea4ae4ee47&id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86&type=yy
江苏卫视,http://iptv.cqshushu.com/migu.php?pid=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
江苏卫视,https://iptv.catvod.com/live.php?id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86%E5%8F%B0$订阅源
江苏卫视,http://k.061899.xyz/k.php?id=jsws$订阅源
江苏卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226692/1.m3u8$订阅源
江苏卫视,https://zby.130519.xyz/PLTV/11/224/3221225720/index.m3u8$订阅源
浙江卫视,http://m.061899.xyz/mg/zjws
浙江卫视,http://go.bkpcp.top/mg/zjws
浙江卫视,https://migu.188766.xyz/?migutoken=007570867b1c83805980923fd909257e&id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&pp=1
浙江卫视,https://migu.188766.xyz/?migutoken=1af4024709a6452e0124c0887aa02d43&id=z_jws&type=sz
浙江卫视,http://iptv.cqshushu.com/migu.php?pid=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
浙江卫视,http://iptv.cqshushu.com/migu.php?pid=z_jws&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
浙江卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226690/1.m3u8$订阅源
浙江卫视,http://ott.mobaibox.com/PLTV/3/224/3221227491/index.m3u8$订阅源
山东卫视,http://m.061899.xyz/mg/sdws
山东卫视,http://go.bkpcp.top/mg/sdws
山东卫视,http://115.52.127.45:880/CH023.m3u8
山东卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226693/1.m3u8$订阅源
山东卫视,http://ott.mobaibox.com/PLTV/3/224/3221227517/index.m3u8$订阅源
山东卫视,http://k.061899.xyz/k.php?id=sdws$订阅源
山东卫视,https://zby.130519.xyz/PLTV/11/224/3221225733/index.m3u8$订阅源
山东卫视,http://iptv.huuc.edu.cn/hls/sdhd.m3u8$订阅源
山东卫视,http://3501776.xyz:35455/itv/1000000005000265019.m3u8?cdn=ystenlive$订阅源
山东卫视,http://lu.wqwqwq.sbs/itv/1000000005000265019.m3u8?cdn=ystenlive$订阅源
湖南卫视,http://go.bkpcp.top/mg/hunws
湖南卫视,http://m.061899.xyz/mg/hunws
湖南卫视,http://115.52.127.45:880/CH017.m3u8
湖南卫视,https://migu.188766.xyz/?migutoken=38d5546fff1044a8b29c094471eb02f8&id=hnws&type=sz
湖南卫视,http://iptv.cqshushu.com/migu.php?pid=hnws&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
湖南卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86%E5%8F%B0$订阅源
湖南卫视,http://k.061899.xyz/k.php?id=hunws$订阅源
广东卫视,http://m.061899.xyz/mg/gdws
广东卫视,http://go.bkpcp.top/mg/gdws
广东卫视,http://115.52.127.45:880/CH035.m3u8
广东卫视,https://migu.188766.xyz/?migutoken=700b8db7fd412dc303c79076a2ab504e&id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86&type=yy
广东卫视,http://iptv.cqshushu.com/migu.php?pid=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
广东卫视,http://iptv.cqshushu.com/gdtv.php?id=gdws&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
广东卫视,http://iptv.huuc.edu.cn/hls/gdhd.m3u8$订阅源
广东卫视,https://iptv.catvod.com/live.php?id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86%E5%8F%B0$订阅源
广东卫视,http://k.061899.xyz/k.php?id=gdws$订阅源
广东卫视,http://ott.mobaibox.com/PLTV/1/224/3221227476/index.m3u8$订阅源
四川卫视,http://115.52.127.45:880/CH028.m3u8
四川卫视,http://go.bkpcp.top/mg/scws
四川卫视,http://m.061899.xyz/mg/scws
四川卫视,http://ott.mobaibox.com/PLTV/3/224/3221228171/index.m3u8$订阅源
四川卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226659/1.m3u8$订阅源
四川卫视,http://k.061899.xyz/k.php?id=scws$订阅源
四川卫视,https://zby.130519.xyz/PLTV/11/224/3221226152/index.m3u8$订阅源
四川卫视,http://iptv.huuc.edu.cn/hls/schd.m3u8$订阅源
四川卫视,http://lu.wqwqwq.sbs/itv/5000000004000006119.m3u8?cdn=bestzb$订阅源
四川卫视,http://live.wqwqwq.sbs/itv/5000000004000006119.m3u8?cdn=bestzb$订阅源
深圳卫视,http://115.52.127.45:880/CH025.m3u8
深圳卫视,http://go.bkpcp.top/mg/szws
深圳卫视,http://m.061899.xyz/mg/szws
深圳卫视,http://iptv.cqshushu.com/gddf.php?id=szws&token=263b9cc89eb51ce670b1043b52f2b2d3$订阅源
深圳卫视,http://iptv.huuc.edu.cn/hls/szhd.m3u8$订阅源
深圳卫视,https://smart.pendy.dpdns.org/Smart.php?id=shenzhen$订阅源
深圳卫视,http://z.b.bkpcp.top/m.php?id=szws$订阅源
深圳卫视,http://k.061899.xyz/k.php?id=szws$订阅源
深圳卫视,https://zby.130519.xyz/PLTV/11/224/3221225728/index.m3u8$订阅源
深圳卫视,http://ott.mobaibox.com/PLTV/3/224/3221227555/index.m3u8$订阅源
北京卫视,http://115.52.127.45:880/CH020.m3u8
北京卫视,http://m.061899.xyz/mg/bjws
北京卫视,http://go.bkpcp.top/mg/bjws
北京卫视,http://ott.mobaibox.com/PLTV/4/224/3221227896/index.m3u8$订阅源
北京卫视,http://k.061899.xyz/k.php?id=bjws$订阅源
北京卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226719/1.m3u8$订阅源
北京卫视,https://zby.130519.xyz/PLTV/11/224/3221225724/index.m3u8$订阅源
北京卫视,http://iptv.huuc.edu.cn/hls/btv1hd.m3u8$订阅源
